date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:53:13	34553/34553	---M--	200	added ('OK')	text/html	etag:%2291910b5d5ff04a76a0749b8ead156119%22	https://covid-19.ontario.ca/	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/index.html	(from )
18:53:13	387/387	---M--	404	error ('Not%20Found')	text/html	etag:%22189a6fd9746258299302a3d701d7a4af%22	https://covid-19.ontario.ca/robots.txt		(from )
18:53:13	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2007%20Apr%202020%2022:53:13%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/corona_parody/www.googletagmanager.com/gtm.05445.delayed	(from https://covid-19.ontario.ca/)
18:53:14	15406/15406	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2209bd5b5426a668d935e28a5e7b667ac9%22	https://covid-19.ontario.ca/covid-landing-page/assets/favicon.ico	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/favicon.ico	(from https://covid-19.ontario.ca/)
18:53:14	25857/25857	---M--	200	added ('OK')	text/css	etag:%22a7a694393f01deeaf2467357297b079c%22	https://covid-19.ontario.ca/covid-landing-page/vendor/foundation-6-off-canvas.css	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/vendor/foundation-6-off-canvas.css	(from https://covid-19.ontario.ca/)
18:53:14	55355/55355	---M--	200	added ('OK')	text/css	etag:%2210d5cdd26958d18f79d623309c17f740%22	https://covid-19.ontario.ca/covid-landing-page/ontario-theme/assets/styles/ontario-theme.css	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/ontario-theme/assets/styles/ontario-theme.css	(from https://covid-19.ontario.ca/)
18:53:14	9967/9967	---M--	200	added ('OK')	text/css	etag:%224a8b77a08dedbf74d9f0d6721e312a27%22	https://covid-19.ontario.ca/covid-landing-page/covid-styles/ontario-covid-19.css?v=01	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/covid-styles/ontario-covid-196b1c.css	(from https://covid-19.ontario.ca/)
18:53:14	6685/6685	---M--	200	added ('OK')	image/png	etag:%22e8a33ec19fdd1999b72bd5068a48e25e%22	https://covid-19.ontario.ca/covid-landing-page/assets/logo-ontario@2x.png	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/logo-ontario@2x.png	(from https://covid-19.ontario.ca/)
18:53:15	36390/36390	---M--	200	added ('OK')	text/html	etag:%2282ccf951bf204b02c8703a2fea69b623%22	https://covid-19.ontario.ca/fr/index.fr.html	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/fr/index.fr.html	(from https://covid-19.ontario.ca/)
18:53:15	150/150	---M--	200	added ('OK')	image/svg+xml	etag:%22bb9b1d57978dfd5ceed432d3f9aca92a%22	https://covid-19.ontario.ca/covid-landing-page/assets/ontario-icon-menu.svg	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/ontario-icon-menu.svg	(from https://covid-19.ontario.ca/)
18:53:15	313/313	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2007%20Apr%202020%2022:50:41%20GMT	https://covid-19.ontario.ca/self-assessment	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/self-assessment	(from https://covid-19.ontario.ca/)
18:53:15	9775/9775	---M--	200	added ('OK')	image/svg+xml	etag:%22222777da87794bdf2cea0b284d7265e4%22	https://covid-19.ontario.ca/covid-landing-page/assets/physical-distancing.svg	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/physical-distancing.svg	(from https://covid-19.ontario.ca/)
18:53:16	3983/3983	---M--	200	added ('OK')	image/svg+xml	etag:%2279def050c85931b2a5f387892e013f8c%22	https://covid-19.ontario.ca/covid-landing-page/assets/phone.svg	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/phone.svg	(from https://covid-19.ontario.ca/)
18:53:16	51955/51955	---M--	200	added ('OK')	text/html	etag:%22327b8f875c9dad71a97cbaaebd4e64c0%22	https://covid-19.ontario.ca/self-assessment/	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/self-assessment/index.html	(from https://covid-19.ontario.ca/)
18:53:16	9152/9152	---M--	200	added ('OK')	image/svg+xml	etag:%22350103b20b2884eec9cba2142616e4ea%22	https://covid-19.ontario.ca/covid-landing-page/assets/innovative-ideas.svg	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/innovative-ideas.svg	(from https://covid-19.ontario.ca/)
18:53:16	1565/1565	---M--	200	added ('OK')	image/svg+xml	etag:%222e89cbcb7ca782afea23b28db99973d0%22	https://covid-19.ontario.ca/covid-landing-page/assets/price-gouging.svg	C:/My%20Web%20Sites/corona_parody/covid-19.ontario.ca/covid-landing-page/assets/price-gouging.svg	(from https://covid-19.ontario.ca/)
18:53:17	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cca1398-15851%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/My%20Web%20Sites/corona_parody/cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://covid-19.ontario.ca/)
18:53:17	148815/148815	---M-Z	200	added ('OK')	application/javascript	etag:W/%222454f-OLkZJp1XFxcnG7pIqwN04Qnq84c%22	https://cdn.jsdelivr.net/npm/foundation-sites@6.4.3/dist/js/foundation.min.js	C:/My%20Web%20Sites/corona_parody/cdn.jsdelivr.net/npm/foundation-sites@6.4.3/dist/js/foundation.min.js	(from https://covid-19.ontario.ca/)
